triple_index,Academic Year,State/District/School,Test Name,Subject,School,Grade,Score Count,Mean Scale Score,Standard Deviation,% Participation,School Code,_x,_x,Charter Y/N,_x,Physical Address,City,State,Zip Code,Phone,Low grade,High grade,Congressional District,District Setting,Combined Address,Latitude,Longitude,geometry,COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME	,SCHOOL NAME,K-12 COUNT,FREE LUNCH,REDUCED LUNCH,PAID LUNCH,FREE AND REDUCED COUNT,% FREE,% REDUCED,% FREE AND REDUCED,FRL % RANGE,PK-12 Pupil Membership,SPED Count,SPED Pct,EL Count,EL Pct,Homeless Count,Homeless Pct,Gifted and Talented Count,GT Pct,Online Count,Online Pct,Section 504 Count,Section 504 Pct,Immigrant Count,Immigrant Pct,Migrant Count,Migrant Pct,_x,_x,Distr Code,Distr Name,_x,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,_x,School Year,_x,_x,2019-2020 Students Counted,Total Days in Session Reported,Attendance Rate*,Truancy Rate** ,Total Days Attended for all Students,Total Student Days Excused Absence for all Students,Total Student Days Unexcused Absence for all Students,Total Days Possible Attendance for all Students,County Code,County Name,School Name,Teacher FTE,Pupil/Teacher FTE Ratio,District Code,District,Total FTE,Average Salary,Total FTE.1,Average Salary.1,Total FTE.2,Average Salary.2,num_from_RORCO,Capacity,is_RORCO,nearby_students,is_rural
2016-17_Grade 04_3802,2016-17,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,67,735.835820895522,30.283307240491,0.986486486486,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,47,0,9521,1
2016-17_Grade 05_3802,2016-17,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,67,729.611940298507,29.215477023203,1,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,48,0,9521,1
2016-17_Grade 06_3802,2016-17,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 06,114,738.298245614035,26.555312061145,0.99193548387,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,1.0,73,0,9521,1
2016-17_Grade 07_3802,2016-17,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 07,91,736.472527472527,32.205362099894,0.933333333333,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,75,0,9521,1
2016-17_Grade 08_3802,2016-17,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 08,111,736.432432432432,33.487479782917,1,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,95,0,9521,1
2017-18_Grade 03_3802,2017-18,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),Grade 03,60,734.966666666667,33.973053462736,0.985507246376,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,63,0,9521,1
2017-18_Grade 04_3802,2017-18,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,61,741.737704918033,26.354570532986,1,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,47,0,9521,1
2017-18_Grade 05_3802,2017-18,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,62,737.838709677419,28.855884730045,0.986301369863,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,48,0,9521,1
2017-18_Grade 06_3802,2017-18,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 06,86,737.476744186047,28.823898068498,1,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,73,0,9521,1
2017-18_Grade 07_3802,2017-18,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 07,101,730.990099009901,33.783870426434,0.991379310344,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,75,0,9521,1
2017-18_Grade 08_3802,2017-18,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 08,79,742.113924050633,31.810330261213,0.95744680851,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,95,0,9521,1
2018-19_Grade 03_3802,2018-19,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),Grade 03,46,737.608695652174,36.333931653097,1,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,63,0,9521,1
2018-19_Grade 04_3802,2018-19,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,65,733.615384615385,33.022573864182,0.986301369863,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,47,0,9521,1
2018-19_Grade 05_3802,2018-19,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,57,738.701754385965,29.09465151651,1,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,48,0,9521,1
2018-19_Grade 06_3802,2018-19,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 06,100,741.69,28.186498308031,0.990825688073,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,73,0,9521,1
2018-19_Grade 07_3802,2018-19,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 07,97,725.886597938144,35.02703607235,0.990476190476,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,75,0,9521,1
2018-19_Grade 08_3802,2018-19,CANON CITY RE-1 (1140): HARRISON SCHOOL (3802),CMAS - English Language Arts and Math,English Language Arts,,Grade 08,105,742.695238095238,35.389623590474,1,3802,1140,Canon City RE-1,N,Harrison School,920 FIELD AVENUE,CANON CITY,CO,81212,7192765970.0,6,80,7,Outlying City,"920 FIELD AVENUE, CANON CITY, CO",38.4668353,-105.2065,POINT (-11711534.008142537 4645585.519850386),22,FREMONT,1140,Canon City RE-1,Harrison School,555,347,48,160,395,0.625,0.086,0.712,50%-75%,555,113,0.204,7,0.013,9,0.016,25,0.045,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Harrison School,0,0,50,53,51,63,47,48,73,75,95,0,0,0,0,555,2019-2020,1140,Canon City RE-1,747,161,0.951,0.015,102709.5,3614.9,1657.1,107980.0,22,FREMONT,Harrison School,41.5,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,95,0,9521,1
2014-15_Grade 03_5166,2014-15,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),CMAS - English Language Arts and Math,English Language Arts,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),Grade 03,43,720.604651162791,28.207681776157,0.914893617021,5166,1140,Canon City RE-1,N,Lincoln School of Science and Technology,420 MYRTLE AVENUE,CANON CITY,CO,81212,7192765830.0,6,50,7,Outlying City,"420 MYRTLE AVENUE, CANON CITY, CO",38.43249429999999,-105.2384053,POINT (-11715085.689892143 4640704.207701198),22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,254,142,13,99,155,0.559,0.051,0.61,50%-75%,254,61,0.24,0,0.0,6,0.024,13,0.051,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,0,0,38,33,53,36,48,46,0,0,0,0,0,0,0,254,2019-2020,1140,Canon City RE-1,295,161,0.958,0.009,42238.0,1468.6,377.4,44083.0,22,FREMONT,Lincoln School of Science and Technology,20.0,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,10.0,36,0,9521,1
2014-15_Grade 04_5166,2014-15,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,47,742.276595744681,26.292420901369,0.903846153846,5166,1140,Canon City RE-1,N,Lincoln School of Science and Technology,420 MYRTLE AVENUE,CANON CITY,CO,81212,7192765830.0,6,50,7,Outlying City,"420 MYRTLE AVENUE, CANON CITY, CO",38.43249429999999,-105.2384053,POINT (-11715085.689892143 4640704.207701198),22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,254,142,13,99,155,0.559,0.051,0.61,50%-75%,254,61,0.24,0,0.0,6,0.024,13,0.051,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,0,0,38,33,53,36,48,46,0,0,0,0,0,0,0,254,2019-2020,1140,Canon City RE-1,295,161,0.958,0.009,42238.0,1468.6,377.4,44083.0,22,FREMONT,Lincoln School of Science and Technology,20.0,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,48,0,9521,1
2014-15_Grade 05_5166,2014-15,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,39,743.435897435897,29.081369394922,0.951219512195,5166,1140,Canon City RE-1,N,Lincoln School of Science and Technology,420 MYRTLE AVENUE,CANON CITY,CO,81212,7192765830.0,6,50,7,Outlying City,"420 MYRTLE AVENUE, CANON CITY, CO",38.43249429999999,-105.2384053,POINT (-11715085.689892143 4640704.207701198),22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,254,142,13,99,155,0.559,0.051,0.61,50%-75%,254,61,0.24,0,0.0,6,0.024,13,0.051,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,0,0,38,33,53,36,48,46,0,0,0,0,0,0,0,254,2019-2020,1140,Canon City RE-1,295,161,0.958,0.009,42238.0,1468.6,377.4,44083.0,22,FREMONT,Lincoln School of Science and Technology,20.0,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,46,0,9521,1
2015-16_Grade 03_5166,2015-16,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),CMAS - English Language Arts and Math,English Language Arts,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),Grade 03,40,739.125,38.518851528529,1,5166,1140,Canon City RE-1,N,Lincoln School of Science and Technology,420 MYRTLE AVENUE,CANON CITY,CO,81212,7192765830.0,6,50,7,Outlying City,"420 MYRTLE AVENUE, CANON CITY, CO",38.43249429999999,-105.2384053,POINT (-11715085.689892143 4640704.207701198),22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,254,142,13,99,155,0.559,0.051,0.61,50%-75%,254,61,0.24,0,0.0,6,0.024,13,0.051,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,0,0,38,33,53,36,48,46,0,0,0,0,0,0,0,254,2019-2020,1140,Canon City RE-1,295,161,0.958,0.009,42238.0,1468.6,377.4,44083.0,22,FREMONT,Lincoln School of Science and Technology,20.0,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,15.0,36,0,9521,1
2015-16_Grade 04_5166,2015-16,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),CMAS - English Language Arts and Math,English Language Arts,,Grade 04,42,748.238095238095,28.023343513029,0.938775510204,5166,1140,Canon City RE-1,N,Lincoln School of Science and Technology,420 MYRTLE AVENUE,CANON CITY,CO,81212,7192765830.0,6,50,7,Outlying City,"420 MYRTLE AVENUE, CANON CITY, CO",38.43249429999999,-105.2384053,POINT (-11715085.689892143 4640704.207701198),22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,254,142,13,99,155,0.559,0.051,0.61,50%-75%,254,61,0.24,0,0.0,6,0.024,13,0.051,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,0,0,38,33,53,36,48,46,0,0,0,0,0,0,0,254,2019-2020,1140,Canon City RE-1,295,161,0.958,0.009,42238.0,1468.6,377.4,44083.0,22,FREMONT,Lincoln School of Science and Technology,20.0,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,10.0,48,0,9521,1
2015-16_Grade 05_5166,2015-16,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),CMAS - English Language Arts and Math,English Language Arts,,Grade 05,45,742.488888888889,28.499300009124,0.958333333333,5166,1140,Canon City RE-1,N,Lincoln School of Science and Technology,420 MYRTLE AVENUE,CANON CITY,CO,81212,7192765830.0,6,50,7,Outlying City,"420 MYRTLE AVENUE, CANON CITY, CO",38.43249429999999,-105.2384053,POINT (-11715085.689892143 4640704.207701198),22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,254,142,13,99,155,0.559,0.051,0.61,50%-75%,254,61,0.24,0,0.0,6,0.024,13,0.051,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,0,0,38,33,53,36,48,46,0,0,0,0,0,0,0,254,2019-2020,1140,Canon City RE-1,295,161,0.958,0.009,42238.0,1468.6,377.4,44083.0,22,FREMONT,Lincoln School of Science and Technology,20.0,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,0.0,46,0,9521,1
2016-17_Grade 03_5166,2016-17,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),CMAS - English Language Arts and Math,English Language Arts,CANON CITY RE-1 (1140): LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY (5166),Grade 03,36,738.805555555556,45.921560105681,1,5166,1140,Canon City RE-1,N,Lincoln School of Science and Technology,420 MYRTLE AVENUE,CANON CITY,CO,81212,7192765830.0,6,50,7,Outlying City,"420 MYRTLE AVENUE, CANON CITY, CO",38.43249429999999,-105.2384053,POINT (-11715085.689892143 4640704.207701198),22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,254,142,13,99,155,0.559,0.051,0.61,50%-75%,254,61,0.24,0,0.0,6,0.024,13,0.051,0,0.0,0,0.0,0,0.0,0,0.0,22,FREMONT,1140,Canon City RE-1,Lincoln School of Science and Technology,0,0,38,33,53,36,48,46,0,0,0,0,0,0,0,254,2019-2020,1140,Canon City RE-1,295,161,0.958,0.009,42238.0,1468.6,377.4,44083.0,22,FREMONT,Lincoln School of Science and Technology,20.0,13:1,1140,Canon City RE-1,14.3768,53614,208.3677,52029,222.74450000000002,52132,28.8,36,1,9521,1
