District Code,District Name,School Code,Charter Y/N,School Name,Physical Address,City,State,Zip Code,Phone,Low grade,High grade,Congressional District,District Setting
0480,Boulder Valley Re 2,2940,N,Fireside Elementary School,845 WEST DAHLIA,LOUISVILLE,CO,80027,7205617900,004,050,2,Denver Metro
0480,Boulder Valley Re 2,2970,N,Flatirons Elementary School,1150 7TH STREET,BOULDER,CO,80302,7205614600,006,050,2,Denver Metro
0480,Boulder Valley Re 2,3022,N,Foothill Elementary School,1001 HAWTHORNE AVENUE,BOULDER,CO,80304,7205612600,006,050,2,Denver Metro
0480,Boulder Valley Re 2,3488,N,Gold Hill Elementary School,890 MAIN STREET,GOLD HILL,CO,80302,7205615940,006,050,2,Denver Metro
0480,Boulder Valley Re 2,3882,N,Heatherwood Elementary School,7750 CONCORD DRIVE,BOULDER,CO,80301,7205615586,004,050,2,Denver Metro
0480,Boulder Valley Re 2,3940,N,High Peaks Elementary School,3995 EAST AURORA AVENUE,BOULDER,CO,80303,7205616500,006,050,2,Denver Metro
0480,Boulder Valley Re 2,6642,Y,Horizons K-8 School,4545 SIOUX DRIVE,BOULDER,CO,80303,7205615580,006,080,2,Denver Metro
0480,Boulder Valley Re 2,4386,N,Jamestown Elementary School,111 MESA STREET,JAMESTOWN,CO,80455,7205616020,006,050,2,Denver Metro
0480,Boulder Valley Re 2,4496,Y,Justice High Charter School,805 EXCALIBUR,LAFAYETTE,CO,80026,7209351337,060,120,2,Denver Metro
0480,Boulder Valley Re 2,4792,N,Kohl Elementary School,1000 WEST 10TH AVENUE,BROOMFIELD,CO,80020,7205618600,004,050,7,Denver Metro
0480,Boulder Valley Re 2,4874,N,Lafayette Elementary School,101 NORTH BERMONT AVENUE,LAFAYETTE,CO,80026,7205618900,004,050,2,Denver Metro
0480,Boulder Valley Re 2,5302,N,Louisville Elementary School,400 HUTCHINSON STREET,LOUISVILLE,CO,80027,7205617200,006,050,2,Denver Metro
0480,Boulder Valley Re 2,5306,N,Louisville Middle School,1341 MAIN STREET,LOUISVILLE,CO,80027,7205617400,060,080,2,Denver Metro
0480,Boulder Valley Re 2,1136,N,Manhattan Middle School of the Arts and Academics,290 MANHATTAN DRIVE,BOULDER,CO,80303,7205616300,060,080,2,Denver Metro
0480,Boulder Valley Re 2,5617,N,Mapleton Early Childhood Center,840 MAPLETON AVENUE,BOULDER,CO,80304,7205616200,004,004,2,Denver Metro
0480,Boulder Valley Re 2,2639,N,Meadowlark School,2300 SWEET MEADOW LANE,ERIE,CO,80516,7205615104,004,080,2,Denver Metro
0480,Boulder Valley Re 2,5838,N,Mesa Elementary School,1575 LEHIGH STREET,BOULDER,CO,80305,7205613000,006,050,2,Denver Metro
0480,Boulder Valley Re 2,5999,N,Monarch High School,329 CAMPUS DRIVE,LOUISVILLE,CO,80027,7205614200,090,120,2,Denver Metro
0480,Boulder Valley Re 2,6000,N,Monarch K-8 School,263 CAMPUS DRIVE,LOUISVILLE,CO,80027,7205614000,004,080,2,Denver Metro
0480,Boulder Valley Re 2,6208,N,Nederland Elementary School,#1 SUNDOWN TRAIL,NEDERLAND,CO,80466,7205614800,004,050,2,Denver Metro
0480,Boulder Valley Re 2,6212,N,Nederland Middle-Senior High School,597 ELDORA ROAD,NEDERLAND,CO,80466,7205614900,060,120,2,Denver Metro
0480,Boulder Valley Re 2,6224,N,Nevin Platt Middle School,6096 BASELINE ROAD,BOULDER,CO,80303,7205615536,060,080,2,Denver Metro
0480,Boulder Valley Re 2,6195,N,New Vista High School,700 20TH STREET,BOULDER,CO,80302,7205618700,090,120,2,Denver Metro
0480,Boulder Valley Re 2,6816,Y,Peak to Peak Charter School,800 MERLIN DRIVE,LAFAYETTE,CO,80026,3034534600,006,120,2,Denver Metro
0480,Boulder Valley Re 2,6962,N,Pioneer Bilingual Elementary School,101 E. BASELINE ROAD,LAFAYETTE,CO,80026,7205617800,004,050,2,Denver Metro
0480,Boulder Valley Re 2,7528,N,Ryan Elementary School,1405 CENTAUR VILLAGE DRIVE,LAFAYETTE,CO,80026,7205617000,004,050,2,Denver Metro
0480,Boulder Valley Re 2,8135,N,Southern Hills Middle School,1500 KNOX DRIVE,BOULDER,CO,80305,7205613400,060,080,2,Denver Metro
0480,Boulder Valley Re 2,8387,Y,Summit Middle Charter School,4655 HANOVER AVENUE,BOULDER,CO,80305,7205613900,060,080,2,Denver Metro
0480,Boulder Valley Re 2,8418,N,Superior Elementary School,1800 SOUTH INDIANA ST.,SUPERIOR,CO,80027,7205614100,006,050,2,Denver Metro
0480,Boulder Valley Re 2,8978,N,University Hill Elementary School,956  16TH STREET,BOULDER,CO,80302,7205615416,004,050,2,Denver Metro
0480,Boulder Valley Re 2,9544,N,Whittier Elementary School,2008 PINE STREET,BOULDER,CO,80302,7205615431,006,050,2,Denver Metro
0490,Buena Vista R-31,4306,N,Avery/Parsons Elementary School,516 EAST MAIN STREET,BUENA VISTA,CO,81211,7193957020,006,050,7,Outlying Town
0490,Buena Vista R-31,1130,N,Buena Vista High School,559 RAILROAD,BUENA VISTA,CO,81211,7193957100,090,120,7,Outlying Town
0490,Buena Vista R-31,1132,N,Buena Vista Middle School ,549 RAILROAD,BUENA VISTA,CO,81211,7193957060,060,080,7,Outlying Town
0490,Buena Vista R-31,1508,N,Chaffee County High School,613 EAST MAIN STREET,BUENA VISTA,CO,81211,7193954064,070,120,7,Outlying Town
0490,Buena Vista R-31,0137,N,"The Grove, BVSD's Early Learning Program",516 EAST MAIN STREET,BUENA VISTA,CO,81211,7193955270,002,004,7,Outlying Town
0500,Salida R-32,1554,N,Crest Academy,220 12TH STREET,SALIDA,CO,81201,7195392977,050,080,7,Outlying Town
0500,Salida R-32,4085,N,Horizons Exploratory Academy,310 E 9TH STREET,SALIDA,CO,81201,7195305252,090,120,7,Outlying Town
0500,Salida R-32,5268,N,Longfellow Elementary School,425 WEST 7TH STREET,SALIDA,CO,81201,7195305260,006,040,7,Outlying Town
0500,Salida R-32,7643,N,Salida Early Childhood Center,516 TELLER AVE,SALIDA,CO,81201,7195305237,002,004,7,Outlying Town
0500,Salida R-32,7568,N,Salida High School,26 JONES AVENUE,SALIDA,CO,81201,7195305400,090,120,7,Outlying Town
0500,Salida R-32,4680,N,Salida Middle School,520 MILFORD STREET,SALIDA,CO,81201,7195305300,050,080,7,Outlying Town
0510,Kit Carson R-1,4738,N,Kit Carson Elementary School,102  W. 5TH AVENUE,KIT CARSON,CO,80825,7199623219,004,050,4,Remote
0510,Kit Carson R-1,4742,N,Kit Carson Junior-Senior High School,102 5TH AVENUE,KIT CARSON,CO,80825,7199623219,060,120,4,Remote
0520,Cheyenne County Re-5,1608,N,Cheyenne Wells Elementary School,395 NORTH 5TH WEST,CHEYENNE WELLS,CO,80810,7197675656,004,060,4,Outlying Town
0520,Cheyenne County Re-5,1612,N,Cheyenne Wells Junior/High School,325 WEST 4TH NORTH,CHEYENNE WELLS,CO,80810,7197675612,070,120,4,Outlying Town
0540,Clear Creek RE-1,4212,N,Carlson Elementary School,1300 MINER STREET,IDAHO SPRINGS,CO,80452,3035674431,004,060,2,Outlying Town
0540,Clear Creek RE-1,4216,N,Clear Creek High School,185 BEAVER BROOK CANYON ROAD,EVERGREEN,CO,80439,3036794600,090,120,2,Outlying Town
0540,Clear Creek RE-1,1660,N,Clear Creek Middle School,185 BEAVER BROOK CANYON ROAD,EVERGREEN,CO,80439,3036794600,070,080,2,Outlying Town
0540,Clear Creek RE-1,3385,Y,Georgetown Community School,504 14TH STREET,GEORGETOWN,CO,80444,3035693277,004,060,2,Outlying Town
0540,Clear Creek RE-1,4700,N,King-Murphy Elementary School,425 CIRCLE K ROAD,EVERGREEN,CO,80439,3036700005,004,060,2,Outlying Town
0550,North Conejos RE-1J,1378,N,Centauri High School,17889 US HWY 285,LA JARA,CO,81140,7192745178,090,120,3,Remote
0550,North Conejos RE-1J,1276,N,Centauri Middle School,17891 US HWY 285,LA JARA,CO,81140,7192744301,060,080,3,Remote
0550,North Conejos RE-1J,4836,N,La Jara Elementary School,214 POPLAR STREET,LA JARA,CO,81140,7192745791,004,050,3,Remote
0550,North Conejos RE-1J,5422,N,Manassa Elementary School,200 SOUTH 5TH STREET,MANASSA,CO,81141,7198435277,006,050,3,Remote
0550,North Conejos RE-1J,6339,N,North Conejos Alternative Program,635 MAIN STREET,LAJARA,CO,81140,7192744220,006,120,3,Remote
0560,Sanford 6J,7612,N,Sanford Elementary School,755 SECOND STREET,SANFORD,CO,81151,7192745167,004,060,3,Remote
0560,Sanford 6J,7616,N,Sanford Junior/Senior High School,755 SECOND STREET,SANFORD,CO,81151,7192745167,070,120,3,Remote
0580,South Conejos RE-10,0252,N,Antonito High School,620 PINE STREET,ANTONITO,CO,81120,7193765468,090,120,3,Remote
0580,South Conejos RE-10,0250,N,Antonito Middle School,13099 COUNTY RD G,ANTONITO,CO,81120,,070,080,3,Remote
0580,South Conejos RE-10,0248,N,Guadalupe Elementary School,13099 COUNTY RD G,ANTONITO,CO,81120,,004,060,3,Remote
0640,Centennial R-1,1398,N,Centennial School,909 NORTH MAIN STREET,SAN LUIS,CO,81152,7196723322,004,120,3,Remote
0740,Sierra Grande R-30,7880,N,Sierra Grande K-12 School,17523 EAST HIGHWAY 160,BLANCA,CO,81123,7193793257,004,120,3,Remote
0770,Crowley County RE-1-J,2054,N,Crowley County Elementary K-6,1001 MAIN ST,ORDWAY,CO,81063,7192679880,006,060,4,Outlying Town
0770,Crowley County RE-1-J,2058,N,Crowley County Junior and Senior High School,602 MAIN ST,ORDWAY,CO,81063,7192673582,070,120,4,Outlying Town
0770,Crowley County RE-1-J,2045,N,Crowley County Virtual Education Academy,1001 MAIN STREET,ORDWAY,CO,81063,7192673117,040,120,4,Outlying Town
0860,Custer County School District C-1,2088,N,Custer County Elementary School,709 MAIN STREET,WESTCLIFFE,CO,81252,7197832291,004,050,7,Remote
0860,Custer County School District C-1,2092,N,Custer County High School,709 MAIN STREET,WESTCLIFFE,CO,81252,7197832291,090,120,7,Remote
0860,Custer County School District C-1,2091,N,Custer Middle School,709 MAIN STREET,WESTCLIFFE,CO,81252,7197832291,060,080,7,Remote
0870,Delta County 50(J),0489,N,Backpack Early Learning Academy,822 GRAND AVENUE,DELTA,CO,81416,9708749517,004,004,3,Outlying Town
0870,Delta County 50(J),4182,N,Cedaredge Elementary School,380 N  GRAND MESA DRIVE,CEDAREDGE,CO,81413,9708563885,004,050,3,Outlying Town
0870,Delta County 50(J),1372,N,Cedaredge High School,575 SE DEER CREEK DR,CEDAREDGE,CO,81413,9708566882,090,120,3,Outlying Town
0870,Delta County 50(J),1375,N,Cedaredge Middle School,845 SE DEER CREEK DRIVE,CEDAREDGE,CO,81413,9708563118,060,080,3,Outlying Town
0870,Delta County 50(J),2152,N,Delta Academy of Applied Learning,822 GRAND AVE,DELTA,CO,81416,9708740835,050,080,3,Outlying Town
0870,Delta County 50(J),2164,N,Delta High School,1400 PIONEER ROAD,DELTA,CO,81416,9708748031,090,120,3,Outlying Town
0870,Delta County 50(J),2160,N,Delta Middle School,910 GRAND AVENUE,DELTA,CO,81416,9708748046,060,080,3,Outlying Town
0870,Delta County 50(J),3330,N,Garnet Mesa Elementary School,600 A STREET,DELTA,CO,81416,9708748003,006,050,3,Outlying Town
0870,Delta County 50(J),2155,N,Grand Mesa Choice Academy,822 GRAND AVENUE,DELTA,CO,81416,9708742753,070,120,3,Outlying Town
0870,Delta County 50(J),4124,N,Hotchkiss Elementary School,465 LORAH LANE,HOTCHKISS,CO,81419,9708723325,004,080,3,Outlying Town
0870,Delta County 50(J),5154,N,Lincoln Elementary School,1050 HASTINGS,DELTA,CO,81416,9708743700,006,050,3,Outlying Town
0870,Delta County 50(J),4128,N,North Fork High School,438 BULLDOG ST,HOTCHKISS,CO,81419,9708723882,090,120,3,Outlying Town
0870,Delta County 50(J),1952,N,North Fork Montessori @ Crawford,51 FIR AVE,CRAWFORD,CO,81415,9709214935,004,060,3,Outlying Town
0870,Delta County 50(J),6295,N,North Fork School of Integrated Studies,430 BOX ELDER,PAONIA,CO,81428,9705273639,004,060,3,Outlying Town
0870,Delta County 50(J),6700,N,Paonia K-8,430 BOX ELDER,PAONIA,CO,81428,9705273639,004,080,3,Outlying Town
0870,Delta County 50(J),2166,Y,Vision Charter Academy,1080 PIONEER RD,DELTA,CO,81416,9708748226,090,120,3,Outlying Town
0870,Delta County 50(J),0313,Y,Vision Charter Academy K-8,263 MAIN STREET UNIT 1,DELTA,CO,81416,9708748336,006,080,3,Outlying Town
0880,Denver County 1,2994,Y,5280 High School,1200 W MISSISSIPPI AVE,DENVER,CO,80223,7209191056,090,120,1,Denver Metro
0880,Denver County 1,0067,Y,AUL Denver,2417 W. 29TH AVE,DENVER,CO,80211,3032820900,090,120,1,Denver Metro
0880,Denver County 1,0010,N,Abraham Lincoln High School,2285 SOUTH FEDERAL BOULEVARD,DENVER,CO,80219,7204235000,090,120,1,Denver Metro
0880,Denver County 1,6397,N,Academia Ana Marie Sandoval,3655 WYANDOT STREET,DENVER,CO,80211,7204244370,004,060,1,Denver Metro
0880,Denver County 1,0099,Y,Academy 360,12000 E. 47TH AVE,DENVER,CO,80239,3035741360,004,050,1,Denver Metro
0880,Denver County 1,0388,N,Asbury Elementary School,1320 EAST ASBURY AVENUE,DENVER,CO,80210,7204249750,006,050,1,Denver Metro
0880,Denver County 1,0418,N,Ashley Elementary School,1914 SYRACUSE STREET,DENVER,CO,80220,7204249748,004,050,1,Denver Metro
0880,Denver County 1,2205,N,Barney Ford Elementary School,14500 MAXWELL PLACE,DENVER,CO,80239,7204247300,004,050,1,Denver Metro
0880,Denver County 1,0520,N,Barnum Elementary School,85 HOOKER STREET,DENVER,CO,80219,7204249590,004,050,1,Denver Metro
0880,Denver County 1,0650,N,Beach Court Elementary School,4950 BEACH COURT,DENVER,CO,80221,7204249470,004,050,1,Denver Metro
0880,Denver County 1,1077,N,Bear Valley International School,3005 SOUTH GOLDEN WAY,DENVER,CO,80227,7204239600,060,080,1,Denver Metro
0880,Denver County 1,0964,N,Bradley International School,3051 SOUTH ELM STREET,DENVER,CO,80222,7204249468,004,050,1,Denver Metro
0880,Denver County 1,1056,N,Bromwell Elementary School,2500 EAST 4TH AVENUE,DENVER,CO,80206,7204249330,004,050,1,Denver Metro
0880,Denver County 1,1076,N,Brown International Academy,2550 LOWELL BLVD,DENVER,CO,80211,7204249250,004,050,1,Denver Metro
0880,Denver County 1,6350,N,Bruce Randolph School,3955 STEELE STREET,DENVER,CO,80205,7204241080,060,120,1,Denver Metro
0880,Denver County 1,1106,N,Bryant Webster Dual Language ECE-8 School,3635 QUIVAS ST,DENVER,CO,80211,7204249170,004,080,1,Denver Metro
0880,Denver County 1,1319,N,Career Education Center Early College,2650 ELIOT STREET,DENVER,CO,80211,7204236600,090,120,1,Denver Metro
0880,Denver County 1,1324,N,Carson Elementary School,5420 EAST 1ST AVENUE,DENVER,CO,80220,7204249090,004,050,1,Denver Metro
0880,Denver County 1,9496,N,Castro Elementary School,845 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,7204248990,006,050,1,Denver Metro
0880,Denver County 1,1400,N,Centennial A School for Expeditionary Learning,4665 RALEIGH STREET,DENVER,CO,80212,7204248900,004,050,1,Denver Metro
0880,Denver County 1,3655,N,Center for Talent Development at Greenlee,1150 LIPAN STREET,DENVER,CO,80204,7204246800,004,050,1,Denver Metro
0880,Denver County 1,7694,N,Charles M. Schenck (CMS) Community School,1300 SOUTH LOWELL BOULEVARD,DENVER,CO,80219,7204244300,006,050,1,Denver Metro
0880,Denver County 1,1528,N,Cheltenham Elementary School,1580 JULIAN STREET,DENVER,CO,80204,7204248810,004,050,1,Denver Metro
0880,Denver County 1,1785,N,Cole Arts and Science Academy,1350 E 33RD AVE,DENVER,CO,80205,7204239120,004,050,1,Denver Metro
0880,Denver County 1,1774,N,Colfax Elementary School,1526 TENNYSON STREET,DENVER,CO,80204,7204248740,004,050,1,Denver Metro
0880,Denver County 1,1788,N,College View Elementary School,2675 SOUTH DECATUR STREET,DENVER,CO,80219,7204248660,004,050,1,Denver Metro
0880,Denver County 1,1748,Y,Colorado High School Charter,1175 OSAGE STREET #100,DENVER,CO,80204,3038928475,090,120,1,Denver Metro
0880,Denver County 1,1561,Y,Colorado High School Charter - GES,3093 E 42ND AVE,DENVER,CO,80216,7205248664,090,120,1,Denver Metro
0880,Denver County 1,1816,N,Columbian Elementary School,2925 WEST 40TH AVENUE,DENVER,CO,80211,7204248580,004,050,1,Denver Metro
0880,Denver County 1,1846,N,Columbine Elementary School,2540 EAST 29TH AVE,DENVER,CO,80205,7204248510,004,050,1,Denver Metro
0880,Denver County 1,1939,Y,Compass Academy,2285 S FEDERAL BLVD,DENVER,CO,80219,7204240096,060,080,1,Denver Metro
0880,Denver County 1,1489,N,Compassion Road Academy,1000 CHEROKEE STREET,DENVER,CO,80204,7204242200,090,120,1,Denver Metro
0880,Denver County 1,5844,N,Contemporary Learning Academy,200 E. 9TH AVE.,DENVER,CO,80203,7204236900,090,120,1,Denver Metro
0880,Denver County 1,1908,N,Cory Elementary School,1550 SOUTH STEELE STREET,DENVER,CO,80210,7204248380,010,050,1,Denver Metro
0880,Denver County 1,1928,N,Cowell Elementary School,4540 WEST 10TH AVENUE,DENVER,CO,80204,7204248300,004,050,1,Denver Metro
0880,Denver County 1,3698,N,Creativity Challenge Community,1551 S.  MONROE ST,DENVER,CO,80210,7204240630,006,050,1,Denver Metro
0880,Denver County 1,2228,Y,DSST: Cedar High School,150 SOUTH PEARL STREET,DENVER,CO,80209,3035246350,090,120,1,Denver Metro
0880,Denver County 1,2186,Y,DSST: Cedar Middle School,150 S PEARL STREET,DENVER,CO,80209,3035246350,060,080,1,Denver Metro
0880,Denver County 1,2175,Y,DSST: Cole High School,3240 HUMBOLDT STREET,DENVER,CO,80205,7205246354,090,120,1,Denver Metro
0880,Denver County 1,2223,Y,DSST: Cole Middle School,3240 HUMBOLDT STREET,DENVER,CO,80205,3035246354,060,080,1,Denver Metro
0880,Denver County 1,2244,Y,DSST: College View High School,3111 WEST DARTMOUTH AVENUE,DENVER,CO,80236,3035246320,090,120,1,Denver Metro
0880,Denver County 1,4381,Y,DSST: College View Middle School,3111 W DARTMOUTH AVE,DENVER,CO,80236,3035246320,060,080,1,Denver Metro
0880,Denver County 1,1529,Y,DSST: Conservatory Green High School,5590 N CENTRAL PARK BLVD #4,DENVER,CO,80239,3038024127,090,120,1,Denver Metro
0880,Denver County 1,2218,Y,DSST: Conservatory Green Middle School,8499 EAST STOLL PLACE,DENVER,CO,80238,3038024120,060,080,1,Denver Metro
0880,Denver County 1,2026,Y,DSST: Elevate Northeast High School,10825 EAST 47TH AVE,DENVER,CO,80239,3035246355,090,110,1,Denver Metro
0880,Denver County 1,2190,Y,DSST: Elevate Northeast Middle School ,10825 E 47TH  AVE,DENVER,CO,80239,3035246305,060,080,1,Denver Metro
0880,Denver County 1,2145,Y,DSST: Green Valley Ranch High School,4800 TELLURIDE STREET #2,DENVER,CO,80249,3035246300,090,120,1,Denver Metro
0880,Denver County 1,2181,Y,DSST: Green Valley Ranch Middle School,4800 TELLURIDE STREET BUILDING 3,DENVER,CO,80249,3035246300,060,080,1,Denver Metro
0880,Denver County 1,2185,Y,DSST: Montview High School,2000 VALENTIA STREET,DENVER,CO,80238,3033205570,090,120,1,Denver Metro
0880,Denver County 1,2115,Y,DSST: Montview Middle School,2000 VALENTIA STREET,DENVER,CO,80238,3033205570,060,080,1,Denver Metro
0880,Denver County 1,3699,N,Delta High School,655 SOUTH MONACO PARKWAY,DENVER,CO,80224,7204238740,090,120,1,Denver Metro
0880,Denver County 1,2174,N,Denison Montessori School,1821 SOUTH YATES STREET,DENVER,CO,80219,7204248080,004,060,1,Denver Metro
0880,Denver County 1,2188,N,Denver Center for 21st-Century Learning at Wyman,1690 WILLIAMS STREET,DENVER,CO,80218,7204242980,060,120,1,Denver Metro
0880,Denver County 1,2183,N,Denver Center for International Studies,574 WEST 6TH AVE,DENVER,CO,80204,7204239000,060,120,1,Denver Metro
0880,Denver County 1,2129,N,Denver Center for International Studies at Fairmont,520 WEST 3RD AVENUE,DENVER,CO,80223,7204247620,004,050,1,Denver Metro
0880,Denver County 1,2176,N,Denver Green School Northfield,5677 N GALENA ST,DENVER,CO,80238,7204238200,060,080,1,Denver Metro
0880,Denver County 1,2125,N,Denver Green School Southeast,6700 EAST VIRGINIA AVENUE,DENVER,CO,80224,7204247480,007,080,1,Denver Metro
0880,Denver County 1,4494,Y,Denver Justice High School,300 E. 9TH AVE.,DENVER,CO,80203,3034805610,090,120,1,Denver Metro
0880,Denver County 1,2127,Y,Denver Language School,451 NEWPORT STREET,DENVER,CO,80220,3035570852,006,080,1,Denver Metro
0880,Denver County 1,2167,N,Denver Montessori Junior/Senior High School,4250 SHOSHONE STREET,DENVER,CO,80211,7204242600,060,120,1,Denver Metro
0880,Denver County 1,6509,N,Denver Online ,451 S. TEJON ST.,DENVER,CO,80223,7204248281,060,120,1,Denver Metro
0880,Denver County 1,2241,N,Denver School of Innovation and Sustainable Design,840 E 14TH AVE,DENVER,CO,80218,7204242000,090,120,1,Denver Metro
0880,Denver County 1,2184,N,Denver School of the Arts,7111 MONTVIEW BLVD,DENVER,CO,80220,7204241700,060,120,1,Denver Metro
0880,Denver County 1,6088,N,Dora Moore ECE-8 School,846 CORONA STREET,DENVER,CO,80218,7204245300,004,080,1,Denver Metro
0880,Denver County 1,2258,N,Doull Elementary School,2520 SOUTH UTICA STREET,DENVER,CO,80219,7204248000,004,050,1,Denver Metro
0880,Denver County 1,2207,Y,Downtown Denver Expeditionary School,1860 LINCOLN ST,DENVER,CO,80203,7204242350,006,050,1,Denver Metro
0880,Denver County 1,5605,N,Dr. Martin Luther King Jr. Early College,19535 EAST 46TH AVENUE,DENVER,CO,80249,7204240420,060,120,1,Denver Metro
0880,Denver County 1,2364,N,Eagleton Elementary School,880 N HOOKER STREET,DENVER,CO,80204,7204247930,004,050,1,Denver Metro
0880,Denver County 1,2398,N,East High School,1600 CITY PARK ESPLANADE,DENVER,CO,80206,7204238300,090,120,1,Denver Metro
0880,Denver County 1,2506,N,Edison Elementary School,3350 QUITMAN STREET,DENVER,CO,80212,7204247780,004,050,1,Denver Metro
0880,Denver County 1,2652,N,Ellis Elementary School,1651 SOUTH DAHLIA STREET,DENVER,CO,80222,7204247700,004,050,1,Denver Metro
0880,Denver County 1,2726,N,Emily Griffith High School,1860 LINCOLN ST.,DENVER,CO,80203,7204234901,090,120,1,Denver Metro
0880,Denver County 1,2349,N,Escalante-Biggs Academy,5300 CROWN BLVD,DENVER,CO,80239,7204244620,004,007,1,Denver Metro
0880,Denver County 1,2641,N,Excel Academy,1825 S. Federal Blvd.,DENVER,CO,80219,7204242250,090,120,1,Denver Metro
0880,Denver County 1,4140,N,Farrell B. Howell ECE-8 School,14250 EAST ALBROOK DRIVE,DENVER,CO,80239,7204242740,004,080,1,Denver Metro
0880,Denver County 1,3000,N,Florence Crittenton High School,55 SOUTH ZUNI,DENVER,CO,80223,7204237900,090,120,1,Denver Metro
0880,Denver County 1,6970,N,Florida Pitt-Waller ECE-8 School,21601 EAST 51ST PLACE,DENVER,CO,80249,7204242840,004,080,1,Denver Metro
0880,Denver County 1,3032,N,Force Elementary School,1550 SOUTH WOLFF STREET,DENVER,CO,80219,7204247400,004,050,1,Denver Metro
0880,Denver County 1,1995,Y,French American School of Denver,2350 N. GAYLORD STREET,DENVER,CO,80205,7205064589,007,050,1,Denver Metro
0880,Denver County 1,3296,N,Garden Place Academy,4425 LINCOLN STREET,DENVER,CO,80216,7204247220,004,060,1,Denver Metro
0880,Denver County 1,3378,N,George Washington High School,655 SOUTH MONACO PKWY,DENVER,CO,80224,7204238600,090,120,1,Denver Metro
0880,Denver County 1,3540,Y,Girls Athletic Leadership School High School,750 GALAPAGO STREET,DENVER,CO,80204,3032826437,090,120,1,Denver Metro
0880,Denver County 1,3639,Y,Girls Athletic Leadership School Middle School,750 GALAPAGO ST.,DENVER,CO,80204,3032826437,060,080,1,Denver Metro
0880,Denver County 1,3478,N,Godsman Elementary School,2120 WEST ARKANSAS AVENUE,DENVER,CO,80223,7204247060,004,050,1,Denver Metro
0880,Denver County 1,3512,N,Goldrick Elementary School,1050 SOUTH ZUNI STREET,DENVER,CO,80223,7204246980,004,050,1,Denver Metro
0880,Denver County 1,3600,N,Grant Beacon Middle School,1751 SOUTH WASHINGTON STREET,DENVER,CO,80210,7204239360,060,080,1,Denver Metro
0880,Denver County 1,3605,N,Grant Ranch ECE-8 School,5400 SOUTH JAY CIRCLE,DENVER,CO,80123,7204246880,004,080,1,Denver Metro
0880,Denver County 1,3641,N,Green Valley Elementary School,4100 JERICHO ST,DENVER,CO,80249,7204246710,004,050,1,Denver Metro
0880,Denver County 1,3704,N,Gust Elementary School,3440 WEST YALE AVENUE,DENVER,CO,80219,7204246560,004,050,1,Denver Metro
0880,Denver County 1,4782,N,Hallett Academy,2950 JASMINE STREET,DENVER,CO,80207,7204246070,004,050,1,Denver Metro
0880,Denver County 1,3746,N,Hamilton Middle School,8600 EAST DARTMOUTH AVENUE,DENVER,CO,80231,7204239500,060,080,1,Denver Metro
0880,Denver County 1,4049,Y,Highline Academy Northeast,19451 EAST MAXWELL PLACE,DENVER,CO,80249,7204855172,004,050,1,Denver Metro
0880,Denver County 1,3987,Y,Highline Academy Southeast,2170 SOUTH DAHLIA STREET,DENVER,CO,80222,3037597808,006,080,1,Denver Metro
0880,Denver County 1,3990,N,Hill Campus of Arts and Sciences,451 CLERMONT STREET,DENVER,CO,80220,7204239680,060,080,1,Denver Metro
0880,Denver County 1,4074,N,Holm Elementary School,3185 SOUTH WILLOW COURT,DENVER,CO,80231,7204246350,004,050,1,Denver Metro
0880,Denver County 1,4253,N,Inspire Elementary,5677 N GALENA ST.,DENVER,CO,80238,7204244850,004,050,1,Denver Metro
0880,Denver County 1,3778,N,International Academy of Denver at Harrington,2401 EAST 37TH AVENUE,DENVER,CO,80205,7204246420,004,050,1,Denver Metro
0880,Denver County 1,4213,N,Isabella Bird Community School,2701 N. LIMA ST.,DENVER,CO,80238,7204239900,004,050,1,Denver Metro
0880,Denver County 1,4383,N,Joe Shoemaker School,3333 SOUTH HAVANA STREET,DENVER,CO,80231,7204239333,004,050,1,Denver Metro
0880,Denver County 1,4444,N,John F Kennedy High School,2855 SOUTH LAMAR STREET,DENVER,CO,80227,7204234300,090,120,1,Denver Metro
0880,Denver County 1,0220,N,John H. Amesse Elementary,5440 SCRANTON STREET,DENVER,CO,80239,7204249988,004,050,1,Denver Metro
0880,Denver County 1,4450,N,Johnson Elementary School,1850 SOUTH IRVING STREET,DENVER,CO,80219,7204246290,004,050,1,Denver Metro
0880,Denver County 1,4730,Y,KIPP Denver Collegiate High School,451 SOUTH TEJON STREET,DENVER,CO,80223,3039225324,090,120,1,Denver Metro
0880,Denver County 1,4509,Y,KIPP Northeast Denver Leadership Academy,18250 EAST 51ST AVENUE,DENVER,CO,80249,7204522570,090,120,1,Denver Metro
0880,Denver County 1,4507,Y,KIPP Northeast Denver Middle School,4636 WALDEN ST,DENVER,CO,80249,3033071970,050,080,1,Denver Metro
0880,Denver County 1,4500,Y,KIPP Northeast Elementary,4635 WALDEN ST. DENVER,DENVER,CO,80249,7204522551,004,040,1,Denver Metro
0880,Denver County 1,4732,Y,KIPP Sunshine Peak Academy,375 S TEJON STREET,DENVER,CO,80223,3036235772,050,080,1,Denver Metro
0880,Denver County 1,4850,Y,KIPP Sunshine Peak Elementary,3400 WEST NEVADA PLACE,DENVER,CO,80219,3039343245,004,040,1,Denver Metro
