Site ID,Site Type,Site Name,Status,Regions,Report Name,Report Submission Date,Report Submission Year,Site Join Date,Well-Child Visits 6 mos - 5 yrs,Books Distributed 6 mos - 5 yrs,Well-Child Visits 0-5 mos,Books Distributed 0-5 mos,Total Well Child Visits in 6 mths,Total Books Distributed in 6 mths,ABB Discrepancy,ABB Discrepancy Notes,W9 received,Physical Location: Line 1,Physical Location: Line 2,Physical Location: Line 3,Physical Location: City,Physical Location: State,Physical Location: Zip,Shipping Address: Line 1,Shipping Address: Line 2,Shipping Address: Line 3,Shipping Address: City,Shipping Address: State,Shipping Address: Zip,County,Trainer Name,Trainer Email,Training %,Total Trained,Insurance: Self Pay Uninsured,Insurance: Private Insurance,Insurance: Medicaid HMO Medicaid,Insurance: Medicare,Insurance: CHIP,Insurance: Tricare,Insurance: Other 1 - Please Specify,Insurance: Other 1,Insurance: Other 2 - Please Specify,Insurance: Other 2,Race: White,Race: Black or African American,Race: Hispanic or Latinx,Race: American Indian   Alaska Native,Race: Asian,Race: Native Hawaiian   Pacific Islander,Race: Multiracial   Biracial,Race: Unknown   Not Reported   Refused,Race: Other - Please Specify,Race: Other 1,Race: Other - Please Specify,Race: Other 2,Language: Amharic (Ethiopia),Language: Arabic,Language: American Sign Language (ASL),Language: Bengali,Language: Bosnian,Language: Burmese (SE Asia),Language: Cambodian,Language: Cape Verdean,Language: Chinese,Language: Dakota (Native American),Language: English,Language: French,Language: Greek,Language: Haitian Creole,Language: Hindi,Language: Hmong,Language: Italian,Language: Japanese,Language: Karen (SE Asia),Language: Korean,Language: Navajo,Language: Ojibwe (Native American),Language: Oromo (Ethiopia),Language: Polish,Language: Portuguese,Language: Russian,Language: Somali,Language: Spanish,Language: Swahili,Language: Tagalog,Language: Vietnamese,Language: Unknown   Not Reported,Language: Please Specify,Language: Other 1,Language: Please Specify,Language: Other 2
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2013 Progress Report,2/28/2013,2013,10 1 1998,2062,1681,,,2062,1681,Other (please explain below),Many providers out on maternity leave.,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,"Jan Johnson, CPNP",janan.johnson@dhha.org,100%,17,3%,9%,83%,,5%,0%,,0%,,,20%,10%,64%,1%,3%,,,,,,,,,,,,,,,,,,50%,,,,,,,,,,,,,,,1%,,49%,,,,,,,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2013 Progress Report,8/30/2013,2013,10 1 1998,1940,1604,,,1940,1604,Other (please explain below),Providers or HCPs not circling the ROR box on the billing sheet,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,"Jan Johnson, CPNP",janan.johnson@dhha.org,100%,17,3%,8%,82%,,7%,0%,,,,,21%,11%,62%,1%,4%,,,,,,,,,,,,,,,,,,30%,,,,,,,,,,,,,,,,,50%,,,,,Amharic Somali,5%,Southeast asian languages,5%
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2014 Progress Report,2/24/2014,2014,10 1 1998,2174,1917,,,2174,1917,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores,ana.flores@dhha.org,100%,17,5%,9%,79%,,7%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,62%,,,,,,,,,,,,,,,,,34%,,,,,amharic,1%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2014 Progress Report,8/26/2014,2014,10 1 1998,2015,1869,,,2015,1869,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores,Ana.Flores@dhha.org,100%,17,4%,2%,90%,,4%,,,,,,12%,5%,80%,,2%,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,35%,,,,,"combination arabic,russian,chinese,Vietnamese",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2015 Progress Report,2/27/2015,2015,10 1 1998,2418,2116,,,2418,2116,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Cara Harasaki MD,Cara.Harasaki@dhha.org,100%,17,2%,10%,84%,,4%,,,,,,28%,11%,55%,,4%,,,,,,,,,,,,,,,,,,40%,,,,,,,,,,,,,,,,,50%,,,,,"French,Bengali,Arabic,Chinese,Korean,Amharic,Burmese,Somali,Cambodian,Russian",10%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2015 Progress Report,8/27/2015,2015,10 1 1998,2232,2017,,,2232,2017,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores,ana.flores@dhha.org,100%,17,2%,10%,82%,,6%,,,,,,30%,11%,54%,,3%,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,35%,,,,,,5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2016 Progress Report,2/18/2016,2016,10 1 1998,2319,1979,,,2319,1979,Other (please explain below),Changes in our reporting processes has impacted our ability to properly track the number of books given.,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores,ana.flores@dhha.org,100%,17,2%,10%,83%,,5%,,,,,,31%,11%,54%,,3%,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,35%,,,,,"Mandarin,Russian,Chinese,French,Burmese,Nepali",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2016 Progress Report,8/31/2016,2016,10 1 1998,2242,2024,,,2242,2024,Other (please explain below),Due to implementation of EMR we saw a reduced patient flow for all of April and part of May.,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores,ana.flores@dhha.org,100%,17,1%,13%,80%,,6%,,,,,,36%,11%,44%,,4%,,,,,,,,,,,,,,,,,,55%,,,,,,,,,,,,,,,,,40%,,,,,"Arabic,Nepali,Russian,French,Vietnamese,Manderin,Chinese,Swahili,Korean.",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2017 Progress Report,2/23/2017,2017,10 1 1998,2415,2348,,,2415,2348,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores MD,Ana.Flores@dhha.org,100%,17,2%,13%,78%,,7%,,,,,,33%,11%,46%,,4%,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,35%,,,,,"Arabic,Russian,Nepali,Vietnamese,French.",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2017 Progress Report,8/23/2017,2017,10 1 1998,2435,2392,,,2435,2392,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores MD,ana.flores@dhha.org,100%,17,1%,13%,77%,,9%,,,,,,29%,12%,50%,,4%,,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,25%,,,,,"Arabic,French,vietnamese,Chinese,Nepali,Russian,",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2018 Progress Report,3/9/2018,2018,10 1 1998,2581,2540,,,2581,2540,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores MD,Ana.Flores@dhha.org,100%,17,2%,14%,75%,,9%,0%,,,,,28%,12%,51%,1%,4%,,,,unknown,2%,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,35%,,,,,"Nepali.French,Russian,Amharic,Arabic",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2018 Progress Report,9/11/2018,2018,10 1 1998,2573,2514,200,80,2773,2594,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores MD,Ana.Flores@dhha.org,100%,17,3%,14%,76%,,7%,0%,,,,,27%,13%,50%,,4%,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,35%,,,,,"Arabic,Nepali,Vietnamese,Chinese,French,Russian,Swahili,Somali,Amharic",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2019 Progress Report,2/25/2019,2019,10 1 1998,2854,2785,,,2854,2785,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores,ana.flores@dhha.org,100%,17,4%,21%,75%,,,,,,,,27%,13%,51%,1%,5%,,,3%,,,,,,,,,,,,,,,77%,,,,,,,,,,,,,,,,,20%,,,,,"French,Amharic,Arabic,Nepali,Vietnamese,Russian,Somali,Chinese,Burmese,Swahili,Bengali,Korean,Cambodian,Tigrinya",3%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2019 Progress Report,8/26/2019,2019,10 1 1998,2672,2589,2,2,2674,2591,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,"Ana Flores , MD",ana.flores@dhha.org,100%,17,4%,23%,73%,,0%,0%,,,,,27%,14%,52%,,5%,,,2%,,,,,,,,,,,,,,,55%,,,,,,,,,,,,,,,,,40%,,,,,"Nepali,Arabic,Chinese,Swahili,French,Russian,Amharic,Burmese,Japanese,Somali,Korean,Vietnamese",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2020 Progress Report,2/25/2020,2020,10 1 1998,2746,2659,,,2746,2659,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores MD,Ana.flores@dhha.org,100%,17,5%,19%,75%,,1%,,,,,,26%,14%,53%,1%,5%,1%,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,35%,,,,,"Arabic,Burmese,Amharic,Bengali,Chinese,French,karen,Korean,Russian,Somali,Swahili,Vietnamese,Japanese",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2020 Progress Report,9/2/2020,2020,10 1 1998,2353,2267,1570,0,3923,2267,COVID-19,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores MD,ana.flores@dhha.org,100%,17,5%,15%,75%,,5%,,,,,,26%,14%,53%,,5%,,,2%,,,,,,,,,,,,,,,55%,,,,,,,,,,,,,,,,,40%,,,,,"French,Nepali,Arabic,Chinese,Vietnamese,Russian,Bengali,Korean,Swahili,Oromo,Burmese,Somali,Amharic",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2021 Progress Report,3/1/2021,2021,10 1 1998,2698,2655,816,0,3514,2655,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,Ana Flores,Ana.Flores@dhha.org,100%,17,4%,14%,78%,0%,4%,0%,,,,,27%,14%,52%,1%,4%,,,2%,,,,,,10%,,,,,,,,,50%,,,,,,,,,,,,,,,,,40%,,,,,,,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2021 Progress Report,9/1/2021,2021,10 1 1998,2700,2603,1600,1599,4300,4202,Other (please explain below),normal numbers seen,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,,,100%,17,4%,9%,76%,8%,3%,0%,,,,,27%,13%,52%,,4%,,,4%,,,,,10%,10%,,,,,,,,,50%,,,,,,,,,,,,,,,,,25%,,,5%,,,,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),January 2022 Progress Report,2/14/2022,2022,10 1 1998,3050,2940,1709,1709,4759,4649,Other (please explain below),# of books distributed does reflect typical book distribution,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,,,100%,17,4%,17%,77%,0%,2%,0%,,,,,25%,13%,53%,,4%,,,5%,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,23%,,,,,"French, Vietnamese, Nepali, Arabic, Russian, and Amharic",5%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),July 2022 Progress Report,8/30/2022,2022,10 1 1998,3030,2919,1997,1997,5027,4916,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,,,100%,17,12%,9%,77%,,2%,,,,,,24%,13%,54%,1%,4%,,,4%,,,,,,1%,,,,,,,,,74%,1%,,,,,,,,,,,,,,,,20%,,,1%,2%,Mongolian,1%,,
142,Primary,Denver Health: Webb Pediatric Clinic (B2B)  ,Active,Front Range (Annie),Site Application,,1899,10 1 1998,825,825,,,825,825,,,Y,301 W. 6th Ave.,MC1911,,Denver,CO,802045182,Miriam Morales,777 Bannock Street,MC1911,Denver,CO,80204,Denver,,,100%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2001 Progress Report,1/31/2001,2001,10 1 1998,0,30,,,0,30,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2000 Progress Report,8/4/2000,2000,10 1 1998,0,52,,,0,52,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),October 2001 Second Request,11/2/2001,2001,10 1 1998,0,34,,,0,34,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2002 Progress Report,2/19/2002,2002,10 1 1998,0,74,,,0,74,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,20%,0%,80%,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2002 Progress Report,8/23/2002,2002,10 1 1998,0,62,,,0,62,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,8%,1%,50%,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2003 Progress Report,9/15/2003,2003,10 1 1998,0,73,,,0,73,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,20%,0%,40%,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2004 Progress Report,3/3/2004,2004,10 1 1998,1300,900,,,1300,900,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,5%,5%,50%,,,,CICP CHS Discount,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2004 Progress Report,8/26/2004,2004,10 1 1998,471,1000,,,471,1000,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,5%,5%,50%,,,,CICP CHS discount,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2005 Progress Report,2/22/2005,2005,10 1 1998,520,520,,,520,520,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,,,85%,11,27%,8%,30%,,,,CHIP,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2005 Progress Report,8/16/2005,2005,10 1 1998,375,326,,,375,326,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,"Steve Vogler, MD",Medical Director,85%,11,60%,5%,15%,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2006 Progress Report,3/3/2006,2006,10 1 1998,430,360,,,430,360,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,"Steve Vogler, MD",Medical Director,85%,11,15%,0%,54%,,,,"CHP+, and Other",8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2006 Progress Report,9/1/2006,2006,10 1 1998,378,362,,,378,362,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,"Mary-Ellen Flynn, PA-C",Physician Assistant,85%,11,15%,0%,54%,,,,CHP Plus + Other,7%,,,2%,25%,69%,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2007 Progress Report,3/4/2007,2007,10 1 1998,403,387,,,403,387,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,"Steve Vogler, MD",Medical Director,85%,11,8%,0%,45%,,,,"CHP+, other",9%,,,2%,21%,73%,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2007 Progress Report,8/30/2007,2007,10 1 1998,374,278,,,374,278,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler MD,,85%,11,5%,,31%,,,,CHP + other,7%,,,3%,19%,75%,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2008 Progress Report,3/23/2008,2008,10 1 1998,398,245,,,398,245,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,MD,85%,11,5%,1%,20%,,,,CHP,8%,,,3%,19%,75%,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2008 Progress Report,10/3/2008,2008,10 1 1998,376,244,,,376,244,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,MD,85%,11,5%,1%,22%,,,,,,,,3%,20%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2009 Progress Report,4/3/2009,2009,10 1 1998,412,387,,,412,387,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,MD,85%,11,5%,2%,22%,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2009 Progress Report,9/14/2009,2009,10 1 1998,408,296,,,408,296,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler MD,Med'l Director ROR at Denver Health,85%,11,7%,3%,20%,,,,?,2%,,,5%,19%,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2010 Progress Report,3/31/2010,2010,10 1 1998,406,328,,,406,328,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler MD,stephen.vogler@dhha.org,85%,11,3%,1%,24%,,,,CHP Plus,2%,,,8%,19%,57%,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2010 Progress Report,9/30/2010,2010,10 1 1998,393,328,,,393,328,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,stephen.vogler@dhha.org,85%,11,3%,1%,26%,,,,,0%,,,5%,19%,68%,,1%,,,,,,,,,,,,,,,,,,50%,,,,,,,,,,,,,,,,,50%,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2011 Progress Report,3/24/2011,2011,10 1 1998,429,385,,,429,385,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,stephen.vogler@dhha.org,85%,11,3%,2%,29%,,,,,,,,6%,20%,66%,,1%,,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,30%,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2011 Progress Report,9/24/2011,2011,10 1 1998,424,409,,,424,409,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Sonja O'leary,sonja.o'leary@dhha.org,85%,11,5%,2%,88%,,5%,,,0%,,,7%,23%,63%,,,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,40%,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2012 Progress Report,3/22/2012,2012,10 1 1998,397,384,,,397,384,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,stephen.vogler@dhha.org,85%,11,4%,1%,89%,,6%,,,,,,7%,24%,62%,,2%,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,40%,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2012 Progress Report,9/29/2012,2012,10 1 1998,377,328,,,377,328,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,stephen.vogler@dhha.org,85%,11,4%,2%,87%,,7%,,,,,,8%,26%,58%,,3%,,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,30%,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2013 Progress Report,2/28/2013,2013,10 1 1998,389,253,,,389,253,,Using dummy billing code to track books distributed--likely underreporting books actually given out,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,Steve Vogler,stephen.vogler@dhha.org,85%,11,3%,2%,87%,,8%,0%,,0%,,,8%,26%,60%,,3%,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,39%,1%,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),July 2013 Progress Report,8/30/2013,2013,10 1 1998,367,251,,,367,251,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,John Kozlevchar,John.Kozlevchar@dhha.org,85%,11,3%,2%,88%,,7%,0%,,,,,10%,26%,59%,1%,3%,,,,,,,,,,,,,,,,,,40%,,,,,,,,,,,,,,,,,60%,,,,,,,,
143,Primary,Denver Health: Park Hill Family Health Center (B2B)  ,Active,Front Range (Annie),January 2014 Progress Report,2/24/2014,2014,10 1 1998,379,284,,,379,284,,,Y,4995 E. 33rd Avenue,MC3800,,Denver,CO,80207,Cheyenne Encinias,777 Bannock Street,MC3800,Denver,CO,80204,Denver,John Kozlevchar PA-C,John.Kozlevchar@dhha.org,85%,11,5%,3%,84%,,8%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,,,,,,,,,,,,,,,,,68%,,,,,,2%,,
